Expiry,Previous settle,Open,High,Low,Close,Settle,Timestamp,Settlement diff,returns %,Adjusted Price(average)
4/27/2011,45.1425,45.12,45.1225,44.9525,45.0575,45.0575,3/29/2011,0.2925,0.46%,45.0575
4/27/2011,45.0575,44.99,45.03,44.925,44.955,44.955,3/30/2011,0,-0.23%,44.955
4/27/2011,44.955,44.84,44.925,44.7075,44.755,44.755,3/31/2011,0,-0.44%,44.755
4/27/2011,44.755,44.5825,44.65,44.5125,44.625,44.625,4/5/2011,0,-0.29%,44.625
4/27/2011,44.625,44.48,44.48,44.3175,44.33,44.33,4/6/2011,0,-0.66%,44.33
4/27/2011,44.33,44.28,44.4275,44.2425,44.33,44.33,4/7/2011,0,0.00%,44.33
4/27/2011,44.33,44.235,44.265,44.1075,44.2225,44.2225,4/8/2011,0,-0.24%,44.2225
4/27/2011,44.2225,44.15,44.51,44.12,44.49,44.49,4/11/2011,0,0.60%,44.49
4/27/2011,44.49,44.69,44.6925,44.51,44.62,44.62,4/13/2011,0,0.29%,44.62
4/27/2011,44.62,44.56,44.9,44.41,44.4375,44.4375,4/15/2011,0,-0.41%,44.4375
4/27/2011,44.4375,44.43,44.5375,44.33,44.5225,44.5225,4/18/2011,0,0.19%,44.5225
4/27/2011,44.5225,44.635,44.7725,44.53,44.5675,44.5675,4/19/2011,0,0.10%,44.5675
4/27/2011,44.5675,44.43,44.4925,44.3375,44.3725,44.3725,4/20/2011,0,-0.44%,44.3725
4/27/2011,44.3725,44.3,44.415,44.2625,44.3775,44.3775,4/21/2011,0,0.01%,44.3775
4/27/2011,44.3775,44.45,44.5625,44.39,44.5075,44.5075,4/25/2011,0,0.29%,44.5075
4/27/2011,44.5075,44.53,44.635,44.48,44.52,44.52,4/26/2011,0,0.03%,44.66
5/27/2011,44.8,44.73,44.765,44.645,44.7225,44.7225,4/27/2011,0.28,0.45%,44.7225
5/27/2011,44.7225,44.53,44.695,44.52,44.665,44.665,4/28/2011,0,-0.13%,44.665
5/27/2011,44.665,44.7875,44.7875,44.455,44.47,44.47,4/29/2011,0,-0.44%,44.47
5/27/2011,44.47,44.5775,44.6675,44.5025,44.55,44.55,5/2/2011,0,0.18%,44.55
5/27/2011,44.55,44.6275,44.76,44.525,44.73,44.73,5/3/2011,0,0.40%,44.73
5/27/2011,44.73,44.8075,44.85,44.6775,44.71,44.71,5/4/2011,0,-0.04%,44.71
5/27/2011,44.71,44.8125,44.97,44.705,44.94,44.94,5/5/2011,0,0.51%,44.94
5/27/2011,44.94,45.0775,45.0975,44.885,44.95,44.95,5/6/2011,0,0.02%,44.95
5/27/2011,44.95,44.8375,44.9125,44.795,44.885,44.885,5/9/2011,0,-0.14%,44.885
5/27/2011,44.885,44.8225,44.975,44.8,44.9425,44.9425,5/10/2011,0,0.13%,44.9425
5/27/2011,44.9425,44.82,44.8775,44.7875,44.835,44.835,5/11/2011,0,-0.24%,44.835
5/27/2011,44.835,44.915,45.135,44.87,45.11,45.11,5/12/2011,0,0.61%,45.11
5/27/2011,45.11,45.0475,45.165,44.9375,44.9825,44.9825,5/13/2011,0,-0.28%,44.9825
5/27/2011,44.9825,45.0825,45.2675,45.0825,45.25,45.25,5/16/2011,0,0.59%,45.25
5/27/2011,45.25,45.1375,45.1825,45.09,45.145,45.145,5/18/2011,0,-0.23%,45.145
5/27/2011,45.145,45.095,45.105,44.9825,45.045,45.045,5/19/2011,0,-0.22%,45.045
5/27/2011,45.045,45.005,45.0775,44.9375,45.05,45.05,5/20/2011,0,0.01%,45.05
5/27/2011,45.05,45.1975,45.365,45.1625,45.295,45.295,5/23/2011,0,0.54%,45.295
5/27/2011,45.295,45.2275,45.3025,45.155,45.23,45.23,5/24/2011,0,-0.14%,45.23
5/27/2011,45.23,45.32,45.4575,45.285,45.36,45.36,5/25/2011,0,0.29%,45.36
5/27/2011,45.36,45.25,45.335,45.2225,45.3125,45.3125,5/26/2011,0,-0.10%,45.42
6/28/2011,45.5275,45.47,45.4875,45.3775,45.41,45.41,5/27/2011,0.215,0.22%,45.41
6/28/2011,45.41,45.34,45.36,45.26,45.28,45.28,5/30/2011,0,-0.29%,45.28
6/28/2011,45.28,45.1975,45.275,45.18,45.2425,45.2425,5/31/2011,0,-0.08%,45.2425
6/28/2011,45.2425,45.18,45.2,44.975,45.045,45.045,6/1/2011,0,-0.44%,45.045
6/28/2011,45.045,45.14,45.1675,45.0125,45.03,45.03,6/2/2011,0,-0.03%,45.03
6/28/2011,45.03,44.995,45.105,44.9625,45.0275,45.0275,6/3/2011,0,-0.01%,45.0275
6/28/2011,45.0275,44.95,44.9625,44.87,44.93,44.93,6/6/2011,0,-0.22%,44.93
6/28/2011,44.93,44.97,45.0075,44.83,44.855,44.855,6/7/2011,0,-0.17%,44.855
6/28/2011,44.855,44.8725,44.92,44.745,44.865,44.865,6/8/2011,0,0.02%,44.865
6/28/2011,44.865,44.8475,44.91,44.7775,44.8825,44.8825,6/9/2011,0,0.04%,44.8825
6/28/2011,44.8825,44.845,44.895,44.795,44.855,44.855,6/10/2011,0,-0.06%,44.855
6/28/2011,44.855,44.95,45.035,44.945,44.995,44.995,6/13/2011,0,0.31%,44.995
6/28/2011,44.995,44.945,45.0125,44.8325,44.86,44.86,6/14/2011,0,-0.30%,44.86
6/28/2011,44.86,44.82,44.89,44.7725,44.8725,44.8725,6/15/2011,0,0.03%,44.8725
6/28/2011,44.8725,44.95,45.02,44.9075,44.985,44.985,6/16/2011,0,0.25%,44.985
6/28/2011,44.985,44.9325,45.0375,44.9075,44.95,44.95,6/17/2011,0,-0.08%,44.95
6/28/2011,44.95,44.96,45.1225,44.9175,45.06,45.06,6/20/2011,0,0.24%,45.06
6/28/2011,45.06,45,45.0225,44.9,44.9175,44.9175,6/21/2011,0,-0.32%,44.9175
6/28/2011,44.9175,44.86,44.96,44.855,44.9475,44.9475,6/22/2011,0,0.07%,44.9475
6/28/2011,44.9475,44.9525,44.9975,44.91,44.9825,44.9825,6/23/2011,0,0.08%,44.9825
6/28/2011,44.9825,44.95,45.0375,44.94,45.005,45.005,6/24/2011,0,0.05%,45.005
6/28/2011,45.005,45.0975,45.1475,45.025,45.045,45.045,6/27/2011,0,0.09%,45.1525
7/27/2011,45.26,45.23,45.275,45.18,45.245,45.245,6/28/2011,0.215,0.44%,45.245
7/27/2011,45.245,45.21,45.21,45.05,45.065,45.065,6/29/2011,0,-0.40%,45.065
7/27/2011,45.065,44.9,44.9575,44.855,44.88,44.88,6/30/2011,0,-0.41%,44.88
7/27/2011,44.88,44.8325,44.85,44.71,44.77,44.77,7/1/2011,0,-0.25%,44.77
7/27/2011,44.77,44.7,44.7,44.54,44.5825,44.5825,7/4/2011,0,-0.42%,44.5825
7/27/2011,44.5825,44.65,44.715,44.55,44.605,44.605,7/5/2011,0,0.05%,44.605
7/27/2011,44.605,44.59,44.665,44.505,44.6525,44.6525,7/6/2011,0,0.11%,44.6525
7/27/2011,44.6525,44.465,44.61,44.4375,44.5775,44.5775,7/7/2011,0,-0.17%,44.5775
7/27/2011,44.5775,44.475,44.51,44.4325,44.4575,44.4575,7/8/2011,0,-0.27%,44.4575
7/27/2011,44.4575,44.51,44.6125,44.47,44.605,44.605,7/11/2011,0,0.33%,44.605
7/27/2011,44.605,44.7375,44.8725,44.6775,44.825,44.825,7/12/2011,0,0.49%,44.825
7/27/2011,44.825,44.72,44.725,44.61,44.6325,44.6325,7/13/2011,0,-0.43%,44.6325
7/27/2011,44.6325,44.65,44.65,44.5275,44.5925,44.5925,7/14/2011,0,-0.09%,44.5925
7/27/2011,44.5925,44.62,44.6675,44.5525,44.6125,44.6125,7/15/2011,0,0.04%,44.6125
7/27/2011,44.6125,44.6175,44.68,44.6025,44.6575,44.6575,7/18/2011,0,0.10%,44.6575
7/27/2011,44.6575,44.605,44.66,44.54,44.5625,44.5625,7/19/2011,0,-0.21%,44.5625
7/27/2011,44.5625,44.5175,44.58,44.5,44.5125,44.5125,7/20/2011,0,-0.11%,44.5125
7/27/2011,44.5125,44.48,44.565,44.4575,44.545,44.545,7/21/2011,0,0.07%,44.545
7/27/2011,44.545,44.4175,44.4325,44.3725,44.3825,44.3825,7/22/2011,0,-0.36%,44.3825
7/27/2011,44.3825,44.4325,44.4475,44.3875,44.405,44.405,7/25/2011,0,0.05%,44.405
7/27/2011,44.405,44.3,44.3425,44.165,44.1875,44.1875,7/26/2011,0,-0.49%,44.24
8/26/2011,44.2925,44.4,44.4,44.2325,44.3025,44.3025,7/28/2011,0.105,0.26%,44.3025
8/26/2011,44.3025,44.2925,44.465,44.25,44.4325,44.4325,7/29/2011,0,0.29%,44.4325
8/26/2011,44.4325,44.28,44.31,44.225,44.2575,44.2575,8/1/2011,0,-0.39%,44.2575
8/26/2011,44.2575,44.355,44.46,44.355,44.45,44.45,8/2/2011,0,0.43%,44.45
8/26/2011,44.45,44.5375,44.5775,44.4525,44.4925,44.4925,8/3/2011,0,0.10%,44.4925
8/26/2011,44.4925,44.495,44.73,44.4575,44.695,44.695,8/4/2011,0,0.46%,44.695
8/26/2011,44.695,44.88,45.0175,44.855,44.8775,44.8775,8/5/2011,0,0.41%,44.8775
8/26/2011,44.8775,44.9975,45.2075,44.9975,45.1275,45.1275,8/8/2011,0,0.56%,45.1275
8/26/2011,45.1275,45.53,45.5575,45.19,45.3025,45.3025,8/9/2011,0,0.39%,45.3025
8/26/2011,45.3025,45.08,45.29,45.035,45.2225,45.2225,8/10/2011,0,-0.18%,45.2225
8/26/2011,45.2225,45.32,45.445,45.2325,45.3775,45.3775,8/11/2011,0,0.34%,45.3775
8/26/2011,45.3775,45.3025,45.47,45.2325,45.3925,45.3925,8/12/2011,0,0.03%,45.3925
8/26/2011,45.3925,45.245,45.435,45.1625,45.4,45.4,8/16/2011,0,0.02%,45.4
8/26/2011,45.4,45.4,45.4625,45.345,45.4325,45.4325,8/17/2011,0,0.07%,45.4325
8/26/2011,45.4325,45.45,45.79,45.44,45.7575,45.7575,8/18/2011,0,0.72%,45.7575
8/26/2011,45.7575,45.9675,46.125,45.7075,45.7375,45.7375,8/22/2011,0,-0.04%,45.7375
8/26/2011,45.7375,45.76,45.795,45.6025,45.6425,45.6425,8/23/2011,0,-0.21%,45.6425
8/26/2011,45.6425,45.7025,46.0475,45.7025,46.015,46.015,8/24/2011,0,0.82%,46.015
8/26/2011,46.015,46.07,46.235,45.9525,46.065,46.065,8/25/2011,0,0.11%,46.10625
9/27/2011,46.1475,46.2025,46.2775,46.07,46.2625,46.2625,8/26/2011,0.0825,0.43%,46.2625
9/27/2011,46.2625,46.175,46.175,45.905,46.1325,46.1325,8/29/2011,0,-0.28%,46.1325
9/27/2011,46.1325,46.05,46.1875,45.9625,46.11,46.11,8/30/2011,0,-0.05%,46.11
9/27/2011,46.11,46.04,46.05,45.92,45.9625,45.9625,9/2/2011,0,-0.32%,45.9625
9/27/2011,45.9625,46.005,46.1075,45.8975,46.0625,46.0625,9/5/2011,0,0.22%,46.0625
9/27/2011,46.0625,46.1525,46.245,46.0325,46.175,46.175,9/6/2011,0,0.24%,46.175
9/27/2011,46.175,46.115,46.2825,46.0675,46.26,46.26,9/7/2011,0,0.18%,46.26
9/27/2011,46.26,46.21,46.4225,46.21,46.3375,46.3375,9/8/2011,0,0.17%,46.3375
9/27/2011,46.3375,46.37,46.71,46.37,46.69,46.69,9/9/2011,0,0.76%,46.69
9/27/2011,46.69,46.9525,47.34,46.9525,47.3,47.3,9/12/2011,0,1.31%,47.3
9/27/2011,47.3,47.245,47.765,47.0675,47.7025,47.7025,9/13/2011,0,0.85%,47.7025
9/27/2011,47.7025,47.89,48.115,47.67,47.7275,47.7275,9/14/2011,0,0.05%,47.7275
9/27/2011,47.7275,47.83,47.99,47.6075,47.6575,47.6575,9/15/2011,0,-0.15%,47.6575
9/27/2011,47.6575,47.5475,47.6,47.2975,47.35,47.35,9/16/2011,0,-0.65%,47.35
9/27/2011,47.35,47.5875,47.9,47.5825,47.8575,47.8575,9/19/2011,0,1.07%,47.8575
9/27/2011,47.8575,48.1425,48.48,47.96,48.1,48.1,9/20/2011,0,0.51%,48.1
9/27/2011,48.1,48.0275,48.3975,47.8825,48.3475,48.3475,9/21/2011,0,0.51%,48.3475
9/27/2011,48.3475,48.8125,49.6775,48.71,49.54,49.54,9/22/2011,0,2.47%,49.54
9/27/2011,49.54,49.5975,49.94,49.0475,49.49,49.49,9/23/2011,0,-0.10%,49.49
9/27/2011,49.49,49.56,49.8075,49.34,49.49,49.49,9/26/2011,0,0.00%,49.59875
10/25/2011,49.7075,49.51,49.6,49.27,49.3025,49.3025,9/27/2011,0.2175,-0.38%,49.3025
10/25/2011,49.3025,49.2875,49.4375,48.865,48.92,48.92,9/28/2011,0,-0.78%,48.92
10/25/2011,48.92,49.225,49.365,49.05,49.16,49.16,9/29/2011,0,0.49%,49.16
10/25/2011,49.16,49.6075,49.77,49.36,49.3975,49.3975,10/3/2011,0,0.48%,49.3975
10/25/2011,49.3975,49.6675,49.6875,49.4,49.57,49.57,10/4/2011,0,0.35%,49.57
10/25/2011,49.57,49.4025,49.645,49.2475,49.5075,49.5075,10/5/2011,0,-0.13%,49.5075
10/25/2011,49.5075,49.18,49.355,48.95,49.2875,49.2875,10/7/2011,0,-0.44%,49.2875
10/25/2011,49.2875,49.25,49.28,49.0275,49.1,49.1,10/10/2011,0,-0.38%,49.1
10/25/2011,49.1,49.65,49.65,48.9725,49.465,49.465,10/11/2011,0,0.74%,49.465
10/25/2011,49.465,49.25,49.5925,49.045,49.0725,49.0725,10/12/2011,0,-0.79%,49.0725
10/25/2011,49.0725,49.11,49.345,48.9975,49.25,49.25,10/13/2011,0,0.36%,49.25
10/25/2011,49.25,49.3,49.34,49.095,49.1325,49.1325,10/14/2011,0,-0.24%,49.1325
10/25/2011,49.1325,48.97,49.08,48.7825,49.045,49.045,10/17/2011,0,-0.18%,49.045
10/25/2011,49.045,49.215,49.4475,49.105,49.4275,49.4275,10/18/2011,0,0.78%,49.4275
10/25/2011,49.4275,49.2225,49.34,49.18,49.245,49.245,10/19/2011,0,-0.37%,49.245
10/25/2011,49.245,49.435,49.9075,49.4325,49.8425,49.8425,10/20/2011,0,1.21%,49.8425
10/25/2011,49.8425,49.9975,50.39,49.9975,50.145,50.145,10/21/2011,0,0.61%,50.145
10/25/2011,50.145,49.9475,50.0425,49.8275,49.865,49.865,10/24/2011,0,-0.56%,49.99375
11/28/2011,50.1225,49.96,50.06,49.76,49.78,49.78,10/25/2011,0.2575,-0.17%,49.7725
11/28/2011,49.765,49.1,49.155,48.965,49.0025,49.0025,10/28/2011,-0.015,-1.56%,49.0025
11/28/2011,49.0025,48.9525,49.1525,48.8625,48.9725,48.9725,10/31/2011,0,-0.06%,48.9725
11/28/2011,48.9725,49.0875,49.5725,49.055,49.5325,49.5325,11/1/2011,0,1.14%,49.5325
11/28/2011,49.5325,49.62,49.655,49.3725,49.475,49.475,11/2/2011,0,-0.12%,49.475
11/28/2011,49.475,49.6225,49.765,49.325,49.385,49.385,11/3/2011,0,-0.18%,49.385
11/28/2011,49.385,49.25,49.46,49.1525,49.34,49.34,11/4/2011,0,-0.09%,49.34
11/28/2011,49.34,49.3025,49.655,49.2675,49.62,49.62,11/8/2011,0,0.57%,49.62
11/28/2011,49.62,49.5475,50.35,49.52,50.27,50.27,11/9/2011,0,1.31%,50.27
11/28/2011,50.27,50.5,50.605,50.075,50.29,50.29,11/11/2011,0,0.04%,50.29
11/28/2011,50.29,50.0625,50.5725,50.03,50.505,50.505,11/14/2011,0,0.43%,50.505
11/28/2011,50.505,50.5475,50.895,50.5275,50.8275,50.8275,11/15/2011,0,0.64%,50.8275
11/28/2011,50.8275,52,52,50.7225,50.8875,50.8875,11/16/2011,0,0.12%,50.8875
11/28/2011,50.8875,50.9725,51.0375,50.7425,51.0125,51.0125,11/17/2011,0,0.25%,51.0125
11/28/2011,51.0125,51.11,51.5,51.095,51.4275,51.4275,11/18/2011,0,0.81%,51.4275
11/28/2011,51.4275,51.5525,52.34,51.52,52.17,52.17,11/21/2011,0,1.44%,52.17
11/28/2011,52.17,52.7975,52.85,52.3375,52.505,52.505,11/22/2011,0,0.64%,52.505
11/28/2011,52.505,52.5925,52.6225,51.75,52.485,52.485,11/23/2011,0,-0.04%,52.485
11/28/2011,52.485,52.39,52.455,52.0525,52.1375,52.1375,11/24/2011,0,-0.66%,52.1375
11/28/2011,52.1375,52.3,52.4775,52.0925,52.3075,52.3075,11/25/2011,0,0.33%,52.43625
12/28/2011,52.565,52.5525,52.5525,52.1275,52.2275,52.2275,11/28/2011,0.2575,-0.15%,52.2275
12/28/2011,52.2275,52.33,52.4175,52.1425,52.3,52.3,11/29/2011,0,0.14%,52.3
12/28/2011,52.3,52.33,52.71,52.205,52.5275,52.5275,11/30/2011,0,0.43%,52.5275
12/28/2011,52.5275,52.0475,52.065,51.64,51.705,51.705,12/1/2011,0,-1.57%,51.705
